metadata,page_content
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""改款 后轮驱动版"", ""year"": 2022, ""price"": ""26.39万""}",特斯拉是一个有很大争议的品牌，买特斯拉纯电车有很多小可爱也会喷不支持国产，其实国产特斯拉modely的零部件国产化已经超过许过国产车，高达90%，8月提车到现在，已经开了一万公里了，确实很好开，上了高速就知道买特斯拉没后悔，辅助驾驶是真好用，刚开始还有点害怕不敢用，越去发现它了解它，慢慢的也建立起了对它的信任。在夜间高速使用辅助驾驶也能很稳如老司机一样开得好。 开了好几个月，非常喜欢车辆的操控，空间，动力。车辆本身没有什么问题，最大的问题我感觉是做工不够精益求精，走碎石子路的时候车内异响比较刺耳，听着不舒服。内饰风格其实很不错，并不能以毛坯房来修饰它，它这种减法设计，充满科技感。无框车门也是帅帅的。 选配8000的珍珠白，车漆近看有光泽，车门是无边框设计，有超跑的感觉。车尾比较大，是我喜欢的风格。 买车的时候刚好是价格比较高的时候，但是没有购置税，保险下来七千块钱，买车就这些花费，日常用车几乎不用花太多钱，电费比油费便宜七八成。简直就是太香，也不用保养发动机，目前开一万公里也没有保养过。 座椅方向盘都是采用的仿皮，黑色色调比较一致协调，中控扶手箱没有档杆，可以更好的做成收纳空间放物品。座椅没有通风功能，八月把我热惨了，开空调后背也会因为紧贴座椅而打湿。 在成都，春夏秋，续航都能跑过表显，跑450km没问题，夏季开ac空调能耗也在13度左右，续航能撑住440km。 加速6.9s破百，速度中规中矩，但是响应很快，开着还是感觉很灵活。跑高速就用ap辅助驾驶。 我比较瘦，但是也有一米七五，坐驾驶位感觉座椅挺大的，显得我很小。空间是比较宽敞的，头部空间至少两拳。刚提车回老家，亲戚来的时候试了下后排上四个都能坐下。所以后排空间还是可以，因为没有凸起比较好放脚。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""改款 后轮驱动版"", ""year"": 2022, ""price"": ""26.39万""}",驾驶感超棒，起步平顺没有换挡的那种顿挫感，上一部车是大众那个什么D什么的变速箱，反正每次起步都会顿挫一下，体验感不是很好，总害怕那里会坏。最满意的还是单踏板这种模式，虽然网上很受争论，但实际开起来是真的不错，不用再去刹车油门之间的切换操作，系统里面也可以设置能量回收的力度，设置那种蠕行的，其实和油车差不多了，只是在最后要停止的时候他才会介入，已经很友好了。车机的科技感也带来了全新的体验，完全感觉就是一部手机一样的汽车，多媒体、还有很多游戏的植入也增加了汽车的娱乐性，很多功能都还在慢慢研究。AP自动驾驶在跑长途的时候，那是真香啊，刚开始使用的时候，心里还是有点怕怕的，适用了一段时间感觉还是比较成熟，但最好在高速等车况不复杂的路段使用，现在再也不怕开长途拉，系统机制也比较健全，大概1到2分钟不摸方向盘，自动驾驶就会自动退出，然后此次行程不能在打开了，所以不存在网上说的什么车子自己开，没人管的情况。 最不满意的就是，自从提了车以后，一家人都在抢着开，比如地位最低的我，每天上班想开电车去，老婆大人说她要用，她现在再也不去开油车了， 想开下Y她意见那是大啊，这真是有了电车以后，再也不想开油车了，完全两个时代的产物，苹果时代再也回不去诺基亚时代了，我现在经常蹭车开，好几次想把油车卖了，在买一部电车，但还是害怕长途应急。车提回来以后，小区居然不给安装充电桩，各种刁难，物业想在负二楼统一安装公用充电桩，按市价充电，我们业主肯定不是很愿意啊，充一次点几十块钱，虽然也方便，也省了8000的安装费。然后就是车子品控还是有点堪忧，才不到2周，行车灯就不亮了，然后打了400电话，技术人员上门来更换了车灯，但是新车就被更换重要部件，心里还是挺不舒服的，有时候上坡转弯的时候，总感觉有异响，但时不时的。遇到过几次屏幕黑屏，虽然不影响驾驶，但还是挺害怕的，网上的新闻也不是不担心的。很多微信的一些群里，很多人还是对特斯拉带着偏见，每次一发生什么，马上就转发群里，还是挺受到偏见的，但奈何网上没赢过，现实没输过，每天出门一大街的Y和3，还是证明大家用钱包在投票。 特别喜欢Y的这种流线型，和科幻电影里的车一样，没有夸张的设计 再也不用每次加油心疼了，也不用在每年2次保养车子了 简约大气，虽然没有那么多豪华内饰的堆料，但是简约设计还是挺好看，车门和中控搭配木饰，听说国外版还没有。很多配置也是比较实用，比如方向盘加热，座椅加热，电动后尾门 提车时是秋天，续航感觉和表显差不多，还是挺准的。到了冬天就感觉续航比较短了，可能车上开了热空调，方向盘加热座椅加热，能耗就比较高了。 加速那是不用说了，谁开谁知道，感觉像在开一部性能版的油车，经常开车的时候油门感觉没怎么踩，速度不知不觉的就起来了，中控又没有速度表，所以这点还是要注意下。 第二排还是有点紧凑了，如果前排乘客个子偏高一点，后排的乘客更有点挤了，第二排座椅坐垫也有点短，坐坐小孩和女人还适合，男的坐有点局促。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""后轮驱动版"", ""year"": 2022, ""price"": ""31.69万""}",选择modelY不仅是因为它好看，主要还是看中了它超大的装载空间。因为自己平时经常跑外地送货，以前货物比较多的时候就不得不叫个小面包才行，现在基本上都是自己亲自去送，电车跑起来也能省不少油费，总体来说对我帮助挺大。 开了大半年了，各方面表现都非常满意哈，不过平时偶尔下乡跑得远的话会有一点点担心，主要是很多小县城并没有充电站，这方面感觉相比油车还是不太方便，希望以后能多在县城建设一些充电桩。 外观我也挺满意，黑色透亮好看，造型设计圆润又动感，车头看起来也挺有豪华感的，尾巴胖乎乎的是没有model3那样好看，但Y的装载能力可是model3的3倍还多啊。 modelY可以算得上特斯拉所有车型中的性价比之王了，而且现在价格还比我当初买的时候降了不少，不到30W买一个又好看、又好开、又好玩、又能装，最关键还能省油费的车，modelY销量一路猛涨是有它的道理的。 内饰设计打破了传统油车的概念，算是非常标新立异的设计风格。我个人驾驶了大半年已经非常接受这种设计了，因为特斯拉的车机系统大部分功能都是自动运行，平时只管握住方向盘踩电门就OK了，其他的操作真的很少会用到。 续航水平其实还不错，基本上最远一口气跑过400公里，最后还剩下20多公里到家的。当初提车的时候表显续航好像是436公里，现在剩下430公里了，基本上还能接受吧。不过现在很多充电站基本都大城市布局了很多，但我们老家县城居然都很远的地方才有一个充电站，乡镇就更别说了，希望后面电力部门或者是新能源车企都多发展下小地方的充电网络。 操控比以前的油车好开很多，主要是方向盘非常精准，底盘也比较扎实，加速方面也比许多油车快很多。别看车身大，回乡下走小路我也非常有信心。 空间当然是我选择modelY的最大原因，尤其是后排座椅放到后，可以看到完全就是一个拉货的神车，大大小小的东西随便装，出去玩的时候铺上床垫还能睡觉。就这点来看，买modelY真是挺划算的。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""改款 后轮驱动版"", ""year"": 2022, ""price"": ""26.39万""}",提车了3个月，这台车的设计感是我最喜欢的，不论是外观还是内饰，都是我喜欢的风格，秉持着极简风格，车内车外都是“less is more”的极致体现。外观上的设计元素少，线条也少，富有轮廓感，车内的设计就更简洁了，基本上只有一个多功能方向盘和大中控屏，其他区域都回归到了空间上，坐在车内不论是视觉还是座感都十分舒适，真正的少即是多，经典的才是永恒的。还有一点比较满意的就是车内空间，很大很舒适，特别适合个子高的人开。得益于外观的溜背设计，车顶高，车内的头部空间也非常的高，这样使得车内空间也方方正正的，而且前后两排位置都是非常标准的，脚部位置也没有多余设计，对180以上个子的人还有腿长星人非常友好。 不足的也有两点，一是按照车型定位来说是一款SUV车型，但是实际的动力配置只有后驱，并不是四驱，国内的两款车型都不是四驱，如果考虑四驱就只有进口车型，所以其实可以考虑出个国内的四驱版本。二是全景天窗的设计，全露天的，没办法关闭，要关闭只能单独安装一块天幕，天幕一拆一卸说实话比较麻烦，太冷了或者太热了就只有安装上天幕。 外观如上所说，很简洁，线条是从前到后依次拔高的设计，买车时加了8000选的白色，感觉路上的特斯拉都是黑色为主，太单调了，就选的亮眼点的白色。 29万原价买的，还加了8000选装的白色车身，性价比大家自行决断吧。 外观和内饰的设计我都很喜欢，内饰设计占比比较重的就是多功能的方向盘加一块超大的中控屏幕集合了绝大多数操控，再就是中央扶手区，有两块手机无线充电位置，换挡区什么的全部在方向盘两侧，所以中间原本是档杆的位置区域全部做成了储物空间，储物空间真的多的吓人，方便东西收纳。 当时买车时，也多方对比过其他车型，特斯拉的续航并不占优势，标准的是545公里，一些国产新能源车型的续航里程已经超过600公里了，且价格还低，但是自己家车位上可以安装充电桩，所以充电不是问题，那么续航长短并不是最主要考虑的点，标准的545公里续航，按照我平常用车的路程，一个月最多冲个3-4次电，其实完全够用了，所以当时综合对比起来还是买了特斯拉。 前面不满意的地方提到了这台车只配备了后驱不是四驱，但实际上后驱也是非常够用的，至少在起步加速提速等方面从来没觉着疲软过，且加速反应感觉也强过大部分新能源车，可能只做后驱版本也是因为后驱已经足够适应大部分路段了吧。 个人认为这台车的空间绝对是佼佼者，两排座位5人座的设计，不夸张的说，坐下5个180公分的壮汉都不成问题，确实空间大，可能是因为车内元素少，再加上车型饱满方正的缘故，完全没觉着小或者不够用过，后备箱也是超大，车身是车头低车屁股高，所以后备箱的位置也跟着抬高，放东西方便。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""改款 后轮驱动版"", ""year"": 2022, ""price"": ""26.39万""}","之前开的是Q50L，这次换车就是朝着电动车去的。之前还考虑过问界M5ev和小鹏G9，都试驾过，M5各方面都不错，但是低配续航跟MY拉不开差距，且空间比MY差不少，所以pass掉，等以后这个车续航上去了可以考虑做为第二辆车；G9各方面都不错，但是上市之后虽然口碑不错但是销量惨淡，不敢当小白鼠所以也pass了，我始终相信买车还是买保有量大的放心一些。不过这两年国产车真的进步巨大，但是考虑到是第一台电动车，还是买了MY，但是以后家里买第二台电动车肯定会选国产品牌。说回MY:

整体感受：由于是首次油车换电车，所以非常惊喜，各方面都觉得完胜之前的Q50L，有种当年诺基亚换iPhone的惊喜感，不得不感叹科技的力量。 最不满意的就是座椅太短了，主驾的座椅感觉比我的Q50L还要短，这个属实是难以接受：后座虽然加长了也还是短。除此之外，暂时没有特别不满意的。 买完之后就迫不及待换了枪色的刀锋轮毂盖，跟冷光银超级搭有没有。总之这次购车非常满意。 我是11月买的，当时冷光银免费，后面保险再降8000，这两项我都赶上了，虽然12月的6000没赶上，但是咱这个冷光银是免费，总体算下来也没亏。 我个人是非常喜欢这种简约的内饰设计，买完之后也不想添加各种装饰，就喜欢原汁原味的极简风 充满表显431公里，目前武汉是冬天，平均0-10度，最近跑了几百公里能耗大概是12.5-15之间，没有细算，但是冬天实际肯定跑不到表显，不知道夏天怎么样。 底盘扎实厚重，方向盘转向很准，当然动力方面是最突出的，丝滑的加速秒杀燃油车，有种再也不想开回燃油车的感觉，我老婆开完特斯拉也不想开Q50L了，天天要跟我抢特斯拉，就比较尴尬。网上反馈比较多的底盘很硬，这个我个人感觉还好，因为Q50L也是属于底盘比较运动的，总体感觉差不多；

舒适性：由于还没上过高速，高速的舒适性还不知道，就不随便下结论了。平常市区开感觉静音性还有惊喜，超出了预期 不用多说了，巨大。买车的第二天我老婆就下单了各种露营装备，帐篷椅子炉子装了一车，简直太能装了，买了MY之后每周末都是带小孩出去露营，有种更爱生活了的错觉感，哈哈。"
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""改款 长续航全轮驱动版"", ""year"": 2022, ""price"": ""31.39万""}",我家是住在成都郊区的，由于今年公司的业务拓展，经常要求我出差到重庆，之前不出差的时候上班很近，根本就用不上车，也没有考虑买车的事情。今年跑重庆的次数太多了，从我家去市区坐高铁真心的麻烦啊，于是就提了这辆ModelY。这辆车我最满意的就是它的续航了，我买的是长续航版，充满一次电至少能跑几乎是能和一辆油车加满油的路程数媲美的。再一个就是我一个女生不喜欢那种花里胡哨的设计，这辆车的内饰简直就太符合我的心意了。还有就是动力很足，非常好开，电门一踩就走，开车的简便性更高。 几乎没有什么不太满意的地方，小吐槽一下这款车的胎噪问题，因为我去重庆都是跑高速路，所以噪音大是我发现这辆车的第一个问题。还有就是减震这方面比较一般，有点点偏硬，过大的减速带尤为明显。 外观这一块呢，有设计好的地方，也有设计一般的地方。好的地方就是车头部分，棱角分明，车灯设计犀利大气。侧面腰线流畅度高，加上是隐形把手设计，更加简约大方。不好的地方就是车尾翘得高，不是很好看。 总价看起来是有点超预算的，但是综合对比下来还是可以的，高续航加高品质，还是值得的。 这款车我是特别喜欢这种内饰的，非常简约，看起来就是那种一尘不染的感觉，不累赘。还有用料也好，没有看出什么塑料感。布局合理实用。 续航这块也必须满分，因为我是为了经常跑长途而买的这辆车，所以买了长续航版本，开了一段时间果然不负我所望。虽然说没有官方给的那个数据那么高，但是充一次电跑个500km左右还是有的。 好开是我给这辆车的最高评价，刹车软硬适中，灵敏度高。电门踏板也合适，一踩电门就能得到很好的反馈，动力一下就提上来了，提速真的是很快很快的。自从买了这个车，我开车都感觉没那么累人了。就是噪音比较大，隔音不太好。 这款车的空间问题我是很愿意给满分的，特别心仪这个车的后排座位，地台纯平的设计，这一点比起我上司的某个高档品牌都有过之无不及，相当的喜欢。当然前排位置空间也很富足，丝毫不会存在什么磕到碰到的地方。还有就是后备箱，开口大，位置低，我一个女生提东西上上下下也比较方便。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""改款 后轮驱动版"", ""year"": 2022, ""price"": ""26.39万""}",今年八月份购买了属于自己的人生第一辆车，心情当然是很激动，也很有热情，试驾了许多车，从燃油车到油电混合再到纯电，都有仔细对比，不光是网上看，更是到实体店试驾，体验感受完，还是特斯拉更能激发我这样二十多岁年轻人的热情。首先特斯拉的设计就很前卫，大胆，极简的内饰设计，简化的驾驶操作，让拿了驾照后四年没开车的人感觉也很快能上手。上车不需要点火放手刹等一系列操作，上车只用轻踩刹车挂D档就直接开走。 开了4个月，各方面都很好开，只是八月的时候感觉太热了，开空调也吹不到背，没有座椅通风感觉真的太热太湿了。汗水会把座椅打湿，裤子也是会湿一片。这点我一定要吐槽！ 选配了8000的珍珠白是越来越喜欢，洗了车也是晶莹剔透的亮，这比黑色反光的更耐看，轮毂19寸的比较偏舒适，颜值牺牲了一部分。车尾的溜背造型比较对我胃口，特别帅气。 第一年保险7100，几大家的保险都差不多这个价，如果买小公司的有的四千多就可以买。目前购车已经优惠很多，比我当时买的价格可以再省两万多块。整体性价比其实还好。 内饰比较简约简洁，无框车门比较吸引年轻时尚的年轻人。用料还是比较扎实，空调制冷效果也不错，但是声音比较大，风力有1到10档。天窗全景但不可打开，是一整块玻璃，这方面是牺牲了功能而增加了颜值。不可打开透气，夏天还晒的有点烫。 重庆夏天很晒，开空调，续航也能有440km左右，充电很快，在特斯拉超充四五十分钟基本可以充满。开了八千公里目前电池也没有数值上的衰减。 加速动力6.9秒，后轮驱动版比起长续航版本动力弱了许多，但是日常开已经很够用了，超车也没有压力。跑高速也可以用辅助驾驶。 空间比较大，我一米七五的个子，在驾驶位，腿部空间都是很足，可以打直，偶尔坐副驾驶感觉空间就更大了。后排座椅放倒之后也能放下床垫，65寸电视，搬过一次家，就知道空间有多能装了。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""改款 后轮驱动版"", ""year"": 2022, ""price"": ""26.39万""}",关注特斯拉还是有一段时间了，年初就在考虑换车，今年经济大环境不咋行，一直没收到钱所以也一直就没有合适的契机，快到年底了，省购置税的政策也就截止到12月底，所以一咬牙一跺脚，把之前的车卖了，再凑了点首付最终还是换了这台车，提车1个月，已经完全适应了特斯拉的开车方式，不得不说跟以前那台传统油车相比，特斯拉要智能多了，也终于理解了之前斯特拉车主所谓的智能化/操控感，以前我的油车就是按键多，听音乐还需要链接蓝牙，要不就是USB内存卡储存音乐链接后听，要不就是光盘放音乐听，现在特斯拉都是大中屏液晶屏触控操作，实体键基本想不到。空调调节，后视镜调节，驾驶功能这些特斯拉确实做的智能的多。除了更智能以外，特斯拉y的空间也是让我相当惊喜的，自己开车已经很多年了，也开过大小不同的多款车，特斯拉Y的空间是真的很大，内部整个空间做的非常敞亮，前后两排座椅加后备箱空间，感觉就是一个整体，通透又大气。 不满意的点体现在坐车上，我了解到这也是新能源的通病吧，就是坐车会晕车。我记得有一次打车打到了一辆新能源车，平台的满意度统计上就有“电车晕车”这一项，所以我想这应该是新能源车的通病吧，有时候我让老婆开车，我坐在后排带娃娃时，老婆油门或者刹车稍微踩重一点，我都能感受到，因为自己开车，所以坐车时自己就能清晰的感受到刹车油门的重力，特斯拉是提速快，松油门后动力回收的也快，所以确实是容易晕车的，我自己体会到了后，车上有老婆娃娃坐车时我开车都会格外注意。 SUV车型，外观自不用说做的是很大气的，特斯拉的外形做的很有辨识度，新能源车中很少有SUV车型做大溜背造型的，这点做的还不错，还有无框车门这种跑车元素，车型很年轻化了，自己还改了个轮毂，动感又现代。 如果是追求空间大家用，追求科技化智能化的操控，特斯拉真的做的不错，据我了解到的特斯拉价格已经在不断上涨了，所以下手趁早。 内饰做的很简洁，没有多余设计，前排最显眼的就是大块液晶显示的中控屏幕了，扶手区没有档杆没有一键打火等按钮，全部回归了储物。 当时刚好定的是最新款，最新款的续航相较之前有提升，现在是500多公里的续航，说明电机技术在提升，续航肯定越长越好啦。 会让坐车的人容易晕车的原因就是提速快，速度回收又快。所以提速加速什么的，斯特拉没说的，车身大，所以如果刚开始接触特斯拉的人可能需要有个适应过程，习惯了后就跟正常开车一样，如果你是老司机，开这个车没有任何问题。 车内空间可以用“通透”这个词来概括了，前后通透，这个词应该能表达出特斯拉的车内空间大吧，特斯拉内饰做的尤其简洁，所以视觉上的空间就会更大，SUV车型加上大溜背造型，车内空间满足一家人使用是足够的。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""改款 后轮驱动版"", ""year"": 2022, ""price"": ""26.39万""}",作为一个家装设计师，经常都要出门跑楼盘，跑工地什么的，今年公司的效益还不错，经常都很忙，之前跑工地基本上公交或者打车，今年忙起来就完全不行了。所以就狠下心买了这辆ModelY，虽然付钱的时候有点肉疼，但是工作上方便很多，生活上也便捷很多。这部车最打动我的地方还是续航，我充满一次电就上下班，不跑远楼盘的话基本可以开一周这样。还有一个就是外观好看，很有设计感，作为设计师，我的车的外观肯定也要毫不逊色才行啊。这部车总的来说开起来还是好开的，动力不错，傻瓜式的开法，电门踩就走，一松就停。 比较不满意的地方一个就是内饰，我比较喜欢留白的东西，但是显然这部车的内饰留白有点太过了，一个偌大的中控台感觉就光秃秃一个显示屏。第二个就是这个车的噪音偏大，特别是速度到90码就比较明显了。还有就是方向盘对于我一个女士来说有点偏硬，一开始原地掉头真的有点费劲。 外观方面反正我是很满意的，特别是车头位置的设计，看得出来设计师很用心，引擎盖上面的两条线条看着很是顺眼，和车主侧身的线条相互呼应，而且还有隐形门把手的设计，看上去就比较高端，也增加了侧面看的简洁感。 总价比较偏高了一点，但是好在好开，性价比这方面呢算是中等吧。 内饰方面有点简单的过头了，一开始我是觉得简约风还可以，但是买回来以后发现他太简约了，中控台上面几乎就是一个大屏幕了，也好在那块屏幕看起来还很高端的样子。用料方面倒是还可以，看起来是比较好的料。颜色搭配方面也还不错。 续航这部分我对ModelY还是满意的，充满一次电至少能跑到400公里这样吧，虽然我车才提回来，推算一下应该是差不多的。这个续航数已经算上等水平了。 这部车好开应该算是公认的，强劲的动力在起步和加速的时候一点都不拖泥带水。刹车很灵敏，轻轻一点速度就能降下来，不像有的车刹车很软。起步很平稳，上速度也很快，电门狠踩有强烈推背感。 ModelY 的空间还是比较大的，特别是副驾驶，妥妥的，我男朋友188的身高坐副驾驶腿都没有喊累过，驾驶座活动空间也不错，中控的高度和方向盘的高度也合适。后备箱的话正常是够用的，但是比较矮，高一些的纸箱什么的就比较难放下。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""Performance高性能全轮驱动版"", ""year"": 2022, ""price"": ""36.39万""}",特斯拉的颜值是我第一眼就相中了，尤其是P版的大轮毂和后尾翼，看上去比普通版帅气很多。而且YP3.7秒的零百加速也让它在路面上几乎没有对手，要知道油车如果想要达到3.7秒的加速，那基本都是上百万的跑车才能做到。所以从这个角度来看，YP的性价比其实也挺高的。 目前没有发现有啥缺点，不过想要吐槽一下特斯拉这个价格政策，很容易就被割韭菜了。我当时买的时候只有8000的保险补贴，现在好像还有什么烟火消费券等优惠券，算下来比我当时买车还便宜不少。而且最新款的后排座椅加长了，我刚好错过了，还是有点不太开心。 P版的外观虽然只是多了那么一点点变化，但整体的气质就完全提升了一个档次。另外我还加了碳纤维的车牌架、碳纤维的后包围、贴了哑光的改色膜等等，在街上的回头率也挺高的。 其实讲道理，YP应该是这个价位能买到的加速最快的车型，或者说在同价位里面它是最快的。从这个角度分析，YP的性价比比Y还高。 特斯拉的内饰都差不太多，跟普通版的Y和3都一模一样，不过我把前面的木纹贴片也改成碳纤维了，看起来更有个性一点。 满电表显续航是476公里，不过平时一般冲到90%就行了，因为是三元里电池不建议长期充满。这几天的温度比较低，能耗在170左右，算下来满电基本能跑个460公里左右。如果是我刚提车那会儿，能耗大概150左右，满电就能跑到500公里左右，这个续航水平还是非常能打。 YP的底盘相比普通版更加运动化，3.7秒的加速一脚地板电马上就能体验灵魂出窍的感觉。不过因为要照顾车里的老婆和宝宝，我一般都开的舒适模式。 YP除了加速、轮毂、尾翼还有后面红线标外，其他地方都跟普通Y一样哈。空间优势也相当大，有时候看起来小小的车身，但里面确感觉别有洞天。同级别你随便挑选一个油车来PK，我敢保证没有一个装载能力能比得上modelY。最喜欢的是这个超大的后备箱，后排座椅放倒以后铺上充气床、打开露营模式就能在车内睡觉过夜了。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""改款 后轮驱动版"", ""year"": 2022, ""price"": ""26.39万""}",平顺性还有加速比油车好很多；还没上过高速，只在一段路上试了一下自适应巡航，跟车刹车时柔和还不错；大屏集成度高，可玩性还不错，娃娃每次下车前都要看看动画片才走，应该是图新鲜吧 倒车的时候嗡嗡电流声，听着头大；喇叭破响破响的，还以为是坏了。路上接人的时候怎么操作打开后门啊，有时客人按不开呢，我把驾驶员侧的门按开后门就解锁了，但是我还得把自己这个门重新关一次。 个人感觉还不错，更喜欢白色，你要加8千都嘛，那就黑色吧 这怎么说呢，价格没有蔚小理高，但舒适性配置也没人家多啊。选特斯拉还是觉得基本功上扎实一些，比如说线束用的比同类产品少的多，前后备箱也是因为集成度高才做的出来，电池小但是续航并不比人少，都是下了功夫才做的出来的。 还可以，比较简洁，空调能增加个实体旋钮就好了 目前成都10度左右天气，真实续航380公里左右 加速快平顺，驾驶感受挺好。试了一下自动驾驶，自适应巡航加减速都比较柔和，车道保持一直居中。只是红绿灯要自己控制，前面没车时遇到红灯就要闯红灯了 家里没有高个子没有胖子，空间是挺大的。前后背箱空间也都很大，用了一次前备箱，感觉还挺有仪式感，不过也就用了一次，有东西一般后直接扔后排，或者从后排扔尾箱，感觉还是这样最方便
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""改款 后轮驱动版"", ""year"": 2022, ""price"": ""26.39万""}",提车已经快2个月了，跑了也快2000公里了，大家分享下这期间的使用感受。目前最满意的是modelY的超大空间，尤其是在野外露营时把后排座椅放倒就是一个宽敞舒适的双人床，打开露营模式就能在车上安安稳稳睡上一宿了。 modelY的底盘调教还是偏运动化的，舒适度方面会有点不太适应，尤其是在过减速带的时候体验确实挺差的。个人认为modelY是一款偏向家庭使用的实用型SUV，悬挂和避震其实可以跟model3区分开来，往舒适性方面倾斜一些也未尝不可。 我是一直比较喜欢黑色，不过后来看别人贴的银色改色膜也很喜欢，准备黑色看腻以后去贴一个太空金属银，特斯拉的车身造型真是能轻松驾驭各种不同的颜色。ModelY的前脸圆润光滑，车身也胖墩墩的，看习惯之后也非常喜欢。 个人觉得modelY的性价比会比model3更高，不过在去年入手的用户，那简直是天选之子，当时那个价格难怪会导致国内交付完全应接不暇。 内饰设计极简，仪表台有个木纹的贴片装饰而且一直延申至车门内侧，我研究过是用的实木贴片，质感很不错。其他还有整车的皮革座椅、真皮方向盘设计，用料也很考究，整体简约而不简单的感觉。 续航不存在缩水现象。表显435公里实际我跑过一次420公里还没把电耗光，据说特斯拉表显为0后还能继续坚持几十公里，不过不建议大家轻易尝试，万一半路趴窝了还得叫拖车服务才行。 因为车身更大，重心也更高了，这么大一个车，底盘和悬挂又很运动化，驾驶体验方面还是不如model3哈，如果对驾驶感受要求比较高，建议还是选择model3。高速跑到120码左右噪音会比较明显，车身总体还是很稳，AP辅助驾驶的智能程度也让我感觉很惊讶，经常时速在100码左右也能轻松转过角度比较大的弯道。 modelY的空间是比model3要大好几倍的，这也是我选择Y的总要原因之一。前排乘坐空间方面没什么问题，腿部的纵深和上下空间都很宽敞。modelY的坐姿也相对更高，视野会比model3好一些，头顶是一整块玻璃大天幕，车内看起来很敞亮。后备箱容积平时在不放倒后排座椅的情况下，已经是超大号的后备箱了，什么行李箱、背包、小型家用电器都随便放。如果把后排座椅放倒，说可以当面包车来使也毫不夸张。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""改款 后轮驱动版"", ""year"": 2022, ""price"": ""26.39万""}",今年运气不错，提车时刚好赶上特斯拉降价，而且冷光银限时免费，还有8000的保险补贴。算下来这个价格几乎跟去年的最低价差不多了！真的太划算了！而且modelY这2个月使用下来也非常满意，主要是省了不少油钱，装了家充晚上谷电价2毛5一度，算下来每公里还不到一毛钱，真香了！ 总体比较满意，不过冬天这个续航真的是顶不住，最近天气冷了能耗直接到160多，算下来满电续航只有375公里左右，看来冬天对电车确实不太友好。 特斯拉的外观设计也很有科技感，modelY也是延续了model3的设计风格，有点像是model3的放大版。颜色当初也挺纠结，黑色不太耐脏，白色又太大众化，最后选了个冷光银。没想到我提车时刚好赶上冷光银车漆限时免费，直接省了8000块钱！ 我算是真正的抄底王了，车漆优惠8000、保险补贴优惠8000，而且刚好赶上降价，算下来比之前便宜了2W多了，确实比较幸运。 内饰风格是我喜欢的，充满科技感和现代化的简约设计，我不太喜欢那种全是物理按键的内饰设计，个人认为以后汽车的内饰设计一定都是越来越简单的。 续航水平冬天会有折扣，这个其实之前也有心理准备了，刚提车那会儿能耗基本在130左右，满电能跑到420多公里。现在冬季能耗飙升到160了，只能跑370多了。大家如果冬天出去跑长途一定得注意续航情况，及时补电。 特斯拉的驾驶体验确实很上瘾，方向盘精准灵活，电车重心也很低，高速上转弯很有信心。6.9秒的加速虽然比以前阉割了不少，但在路面上起步还是能秒掉许多燃油车了。不过特斯拉的底盘是真的硬，过个减速带人都跟着颠一下。 空间是modelY最大的优势之一，整车的乘坐空间都很OK，不过后排坐垫长度有点短，对腿部的支撑不太到位。后备箱很大，而且后排座椅放倒后还能形成一个纯平的空间，出去露营时2个人睡车上都没问题。另外特斯拉最大的一个亮点是前备箱设计，大小能放一个20寸的行李箱，平时去购物放东西挺方便。
