question	answer
大众高尔夫2021款 280TSI DSG Pro动力表现	还不错，提速可以，高速超车有信心，踩过某日的一些车，油门踩油箱里了还感觉不自在。买车其实和谈对象一样的，人车脾气契合才是关键。
大众高尔夫2021款 280TSI DSG Pro空间感受	只能说够用，前排调整好舒服的坐姿后排偶尔跑跑短途还可以，长途就有点憋屈了，真的需要舒适空间的车友不会看高尔夫的。
大众高尔夫2021款 280TSI DSG Pro智能配置	
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型售价	12.99万
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型优点	蓝鲸发动机动力充沛，爱信8AT变速箱换挡平顺。相比较CVT我敢深踩油门，比较双离合我也不用担心走走停停的拥堵路段，AT变速箱性能更稳定。长安CS75PLU配置用料扎实，前无骨雨刮采用法雷奥，后雨刮用的博世，关键在这个价格上还配置主动闭合进气格栅，简直太良心了。
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型缺点	新车没优惠，晶体矩阵前格栅是一个选装项，也要价钱，希望厂家不加钱，让客户二选一。
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型外观	外观大气，我买的是他们宣称为“鲸尾激浪式”前进气格栅那款，我就说他是V字型前脸吧，看网上图片还有一种，销售说那是选装的得额外加钱，那就没办法咯，就买这一款吧。其他方面外观灯体造型时尚beautiful
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型舒适度	座椅宽大，包裹性好，靠背支撑到位，长途驾驶或者乘坐不疲惫。整体比较满意。后排座椅完全放平，这也是我看中的一点，因为我跑高速比较多，服务区休息时候可以躺在车上歇会儿，很多车子放到过后还有一点倾斜或者台台，没有75PLUS这么平。
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型性价比	因为要买车嘛，通过汽车之家做了很多对比，发现使用爱信8AT变速箱车子在15万以内几乎没有，合资车用这个变速箱都超过20万了，国产用这个的车型也少，星越L都十七八万了，UNIK也要十七八万，这款变速箱太稳定了，长安CS75PLUS月销量过2万台，我想这款变速箱功不可没，然后就买它了。保养成本也很低，厂家赠送了3年6次免费，目前保养成本为0.
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型内饰	科技内饰大联屏，这不是现代科技汽车的标配嘛，实话实说，看了很多车子，还是长安的显示屏真清晰啊。真是吊打合资车子，国产车用料真良心，游艇档把电子挡杆拼色造型时尚新颖。
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型操控表现	电子助力方向低速轻盈，转向灵敏，过完后方向盘自动回位，高速方向盘沉稳，匹配ACC自适应巡航，变道辅助，让驾驶变得更轻松，高速开车更安全。360全景影像在城区狭小巷道作为新手也不用担心剐蹭，清晰度非常之高。
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型油耗表现	拥堵路段城区行驶，显示百公里油耗在9L左右，高速行驶油耗在6.5L，目前加了1100元油，仪表显示跑了1400公里，还能续航300公里，1100元油耗跑1700公里路，没办法，现在油价太贵8.6元每升，朋友日产逍客每次表显油耗城区到了11升，高速油耗在7升。不过也有可能是他技术没我好。
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型动力表现	加速动力充沛，高速速度100，转速大概在1700转，继续踩油门，驾驶还有推背感，完全得益于蓝鲸动力强，爱信变速箱换挡逻辑平顺。
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型空间感受	身高175，体重150。驾驶座位6向电动调节，方向盘高低前后4向调节。空间感完全满足我的驾驶需求，后排空间宽敞，不压抑。中间没有凸起，没有紧迫感。
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型智能配置	
长安长安CS75 PLUS2022款 第二代 1.5T 自动领航型售价	13.59万
长安长安CS75 PLUS2022款 第二代 1.5T 自动领航型优点	颜值到位！动力够用，变速箱同级别里相对高端。前脸部分，感觉75要更简洁大方一些，可能跟年龄段有关系，个人不喜欢点阵式的中网，配合长安车标藏羚羊角的角度顺应起来的中网，特别有张力，还相对简洁！各有爱好！第一代偏动感，二代更加稳重大方！前脸的贯穿式灯带比上一代更加利落。车尾部分本来不喜欢贯穿式尾灯，与车前部分呼应，不错！75系列看上去要硬朗一些也相对符合自己的审美。内饰部分总感觉全黑的太闷了，所以还是倾向二代75PLUS的黑灰搭配，耐看，耐脏！
长安长安CS75 PLUS2022款 第二代 1.5T 自动领航型缺点	1.试驾过程中不应该只有2.0的车型，匹配1.5的会对用户选择很有帮助！不见得就会不喜欢1.5的柔和……2.通过这两天开车，感受到normal模式下的驾驶感跟之前的轿车没有太大差别，当然车型高大是客观存在。油耗竟然比之前的1.6自动挡合资品牌低，第一天早上开车没开手机，下午停车后拍照8.6个油百公里，今天早上去公司8.5，今天下午8.3，就算屏显有差距，也不会超过10个油吧，相对还是不错滴！3.吐槽一下，启动之后默认行车模式是经济模式，个人感觉不太好！可能跟车机系统中的人脸识别没关联起来？！4.还有就是音乐状态，想起来想听的歌曲竟然还要重新登录会员，估计还是不太了解车机系统，以后会越来越顺手的。。。4.感觉后排座位短了点，腿部支撑显弱，影响舒适度。5.领航版作为顶配1.5T的二代车型，为啥没有后备箱置物帘！很贵么？！！6.双闪的触摸键真的不如实体键好，昨天点了两下才算到位。
长安长安CS75 PLUS2022款 第二代 1.5T 自动领航型外观	整车比例舒服！五辐轮毂的样子很喜欢，简洁！实际上是重叠的五辐轮毂，细看有层次感！
长安长安CS75 PLUS2022款 第二代 1.5T 自动领航型舒适度	座椅柔软，前排电动调节，运动版座椅包裹性挺好。
长安长安CS75 PLUS2022款 第二代 1.5T 自动领航型性价比	太厚到了！15万左右落地的车子配备8at变速箱同级别里面的确是第一家。同样配置跟合资品牌比较有较高性价比！
长安长安CS75 PLUS2022款 第二代 1.5T 自动领航型内饰	精致内饰，可见之处基本上都是软质，挺显档次！语音控制不错！屏幕清晰！音响不错，尽管不是2.0旗舰版，毕竟咱们不是音响发烧友……
长安长安CS75 PLUS2022款 第二代 1.5T 自动领航型操控表现	自动刹车功能适合倒车有坡度的地方。经济模式下有点肉！好多人还喜欢用经济模式，习惯不同不能苟同。抬头显示功能不错！信息清晰，直观，专心看前方。
长安长安CS75 PLUS2022款 第二代 1.5T 自动领航型油耗表现	屏显8.5左右，车上共三人。后期继续跟进……如果自己开车上下班的话可能会更少！
长安长安CS75 PLUS2022款 第二代 1.5T 自动领航型动力表现	起步舒服，上坡正常模式下给油不费力！我喜欢正常模式，毕竟是在城市上下班使用。
长安长安CS75 PLUS2022款 第二代 1.5T 自动领航型空间感受	空间家用足够！宽敞！后备箱大，后排座放平的感觉不错！第一天就把后排座椅放去运了一副杠铃
长安长安CS75 PLUS2022款 第二代 1.5T 自动领航型智能配置	
大众高尔夫2021款 380TSI DSG GTI售价	22.98万
大众高尔夫2021款 380TSI DSG GTI优点	外观设计，配置功能，车身的制造工艺，激光焊接空腔注蜡，铸铁的发动机，DQ381的变速箱，还有两圈多一点的转向机，苏格兰格子布传统GTI的座椅，关键没有颗粒捕捉器！哈曼卡顿的音响效果真的不错！
大众高尔夫2021款 380TSI DSG GTI缺点	"第一，仪表和车机竟然都是液晶的！仪表是液晶的怎么看怎么别扭，没有机械仪表那种机械质感。而且仪表背景灯的亮度白天过亮，晚上又过暗，尤其是倒车影像在夜晚非常暗。灯光开关、主要功能开关，车内灯光照明开关，天窗开关，方向盘上的所有功能开关都是触摸的！！这些触摸开关在平时开车的时候根本无法做到盲操作，如果车辆正在行驶，想要打开，关闭哪些功能，必须低头观察才能操作！况且延迟有1秒或0.5秒左右！如果开习惯机械按键的车或者有些急性子，一定会发脾气！重要的是影响行驶安全！！！车机的快捷菜单非常难调出来！
第二，制造工艺这一块，发动机盖支撑竟然用一根铁棍，没有一根气簧，其实那个东西值不了几个钱！
第三，HUD抬头显示位置偏左，在功能菜单中可以调整它的左右偏转，但是调整不了左右位置，看起来总有些别扭。
第四，无钥匙进入开锁很顺利，但是锁车有一点迟钝，正常情况下，由后向前摩擦车门把手就会锁车，但是这个动作需要做好几次，车辆才会上锁。
第四，方向盘加热按键距离方向盘边缘有些近，经常误操作，打开了方向盘加热。
第五，前下进气隔栅栏口太大了，如果车辆高速行驶，前方车辆压起的石子极有可能通过那么大的进气孔打坏空调冷凝器。自己在老马家拍了一个口孔的塑料网格把它挡上了，整个施工过程十分困难，因为拆卸前保险杠实在太难了！卡扣都是直角的，拆卸起来十分容易损坏！最后还是将整块料裁剪好之后卷起来，从进气口宽的地方送进去展开才完成。
第五，悬挂用料有些简单了，副车架，下摆臂，用的是简单单薄的钢制冲压件！实心的橡胶胶套，而不是德国原厂的全铝合金的副车架配合液压胶套！驾驶感受会差半个档次。
第六，没有手动款的，真是一大遗憾！
第七，倒车之后挂空挡，拉手刹，没法打开后备箱，因为摄像头根本没有归位，只能挂p档之后才能开后备箱，这一点不太方便。
第八，发现后面有一处异响点，原来是后座椅靠背闭锁机构没有锁定，而且两边都没有锁定，是不是出厂时就这样？把座椅靠背锁好之后异响消失。
第九，走水泥路面的时候容易出现车道保持系统异常！走到沥青路面就恢复正常了，一开始还以为前面的毫米波雷达坏了呢！虚惊一场"
大众高尔夫2021款 380TSI DSG GTI外观	前车灯和雾灯设计真漂亮！车漆的做工也没得说，这种黑色黑中带着灰，后尾灯没有创意，缺乏设计感，车身造型很漂亮，自己加装了防护网。
大众高尔夫2021款 380TSI DSG GTI舒适度	这试样的座椅还是头一次坐，慢慢感受吧，总的来讲，一开始有点不适应，座椅热对于东北人来讲真的是舒服，分区空调意义不大了，路噪控制还是很好的，声浪确实有点大。
大众高尔夫2021款 380TSI DSG GTI性价比	"二十几万元就买GTI知足了,又是最后一代的燃油版！如果配上6速手动变速箱，全机械的控制按钮，机械的手刹车，配上机油压力表，全机械式的指针仪表，铝合金的副车架，液压减震胶包，铝合金的悬挂系统就更好了！我不吸烟所以天窗用处不大，希望以后不要漏水。"
大众高尔夫2021款 380TSI DSG GTI内饰	仪表显示功能很全，机油温度，齿轮油温度，防冻液温度，发动机功率，增压器压力，太爱了！专业！唯独缺少了机油压力一点点小遗憾。控制层面上都所有的按键大多数都是触摸按键，太不方便了，大灯开关，车辆动态控制按键，音量大小，温度高低，方向盘上面的所有多功能按键也全是触摸按键，而且屏幕面积非常大，只要操作就会留下大量的手指印，很尴尬，正常开车的时候不低头根本没法操作，安全性太差了！！！
大众高尔夫2021款 380TSI DSG GTI操控表现	在市区跑方向盘虚位一点点，毕竟麦弗逊式的悬架，阿克曼角有点大。欧版的转向机方向盘转两圈就到头了。但是上高速公路跑起来方向虚位就不明显了，操控很精准！！就轮胎实在是太滑了，下次换轮胎，一定换个好的！底盘支撑性没得说！自动刹车虽然很安全，但是也很吓人太突兀了，以为是车撞了！有一次我倒车入库，明明可以进去，结果来了一个急刹，以为是撞了！结果是虚惊一场！尤其是倒车的时候，后面有车通过，一个急刹真是吓人！辅助驾驶的功能很齐全！挂上倒档，右侧的后视镜会下翻，这个功能真好！
大众高尔夫2021款 380TSI DSG GTI油耗表现	因为在市区内起步加油，声音太好听了总是控制不住深踩油门12升左右，我用车基本上都是跑高速和省道显示平均油耗8升。
大众高尔夫2021款 380TSI DSG GTI动力表现	因为是新车没有过磨合期，动力这一块没有测试，过了磨合期之后再说吧
大众高尔夫2021款 380TSI DSG GTI空间感受	本人身高178厘米，前排空间完全够用，但是后排坐空间就会很小，这部车绝大部分时间都是我一个人来驾驶，所以空间小不是问题，包括带一些个人物品，如果是全家人出游，这个车就有点小了后备箱也是虽然不大，但是一个人也完全够用。
大众高尔夫2021款 380TSI DSG GTI智能配置	
奔驰奔驰A级2022款 改款 A 200 L 运动轿车时尚型售价	25.44万
奔驰奔驰A级2022款 改款 A 200 L 运动轿车时尚型优点	"思虑了很久，对比查看了很多车，最后咬牙买了这款奔驰a200l顶配，目前优惠高，销售服务超级专业，整个过程没用自己太操心什么，几乎4s店全权代办，销售随找随在，买车过程和买车后帮忙解答各种问题，办理各种手续，而且4
s店环境也特别好，车辆充足，购车的时候有现车，有专门的车辆操作指导培训，还有4s店举办的车友活动，从看展车，到试驾，再到聊价格，包括后续的手续办理，提车，检车，上牌4s店都有专人指导办理，因为我上班不能请假，没有时间自己满哪跑，4s店都帮忙进行了办理，办理完各种手续后4s店还帮忙把证件顺丰邮寄，到店体验也特别棒，有专业的服务，包括有各种饮品，中午有好吃的午餐提供
说说优点：
1.购车后比看车还满意，本来会担心1.3t得排量动力会不足，超车和加油会比较困难，实际驾驶后完全没有这方面的担心，动力很充足，还有略微的推背感，超车什么的也完全没有阻碍
2.新改款后内饰和外观也超级好看，大连屏
3.而且增加了整车的轴距，内室空间也是比想象中大了很多
4.重点是超级省油，我开车比较稳，几乎是市内8毛一公里，高速5毛不到
5.后备箱空间很大
6.驾驶非常顺畅，没有什么不好的体验，车机系统也非常棒，完全无卡顿情况
7.最最最重要的，也是我最喜欢的点，就是真的好看，不管是外观，新改的中网，整个车的线条，还是内饰，大连屏中控，都超级超级的好看，特别适合年轻人开，提车后开车上班，同事都夸车哪哪都好看
整体来说本次的购车体验，不管是从4s店的服务，人员的专业程度，还是车辆，全部都非常满意，感觉超级棒的一次购车体验
以上论为购车本人的亲身体验"
奔驰奔驰A级2022款 改款 A 200 L 运动轿车时尚型缺点	"当然美中不足也是存在的
1.2022款减配了电动座椅调节，10向的座椅调节全靠手动进行调节很不方便
2.减配了音响，虽然整体听起来还不错，但是细听的话还是能听出来区别的，包括低音高音以及环绕声音体验，还是能听出来一些差距的
3.车内隔音效果比较一般，车开起来后包括发动机声，风噪，外部环境噪音听的都听清楚，没有那种很静谧的体验
4.不能连接无线carplay，必须通过插线连手机，才能连接carplay，而且carplay链接后，不能全屏幕，只能在中间，占整体的2/3，看起来就很别扭
5.低速换挡的时候，驾驶位会有很明显的抖动差异感受，比如车速降低到10左右的时候，会突然感觉一点抖动都没有了，像是发动机停止工作了的感觉
当然相对于优点来说，缺点还是可以接受的，毕竟减配了一些功能后，价格同样也有一定的下降，整体来说本次的购车体验，不管是从4s店的服务，人员的专业程度，还是车辆，全部都非常满意，感觉超级棒的一次购车体验
以上论为购车本人的亲身体验"
奔驰奔驰A级2022款 改款 A 200 L 运动轿车时尚型外观	外观绝对满分，一份都不能少给，绝对是巅峰了
奔驰奔驰A级2022款 改款 A 200 L 运动轿车时尚型舒适度	新车车内无异味，座椅非常舒适，空调不管制热制冷都很好，车内不是很静谧，噪音还是有一些
奔驰奔驰A级2022款 改款 A 200 L 运动轿车时尚型性价比	性价比超高，不管是车辆本身还是4s店的辅助，都很棒！
奔驰奔驰A级2022款 改款 A 200 L 运动轿车时尚型内饰	没事不管是氛围，还是中控，都超级棒棒的了
奔驰奔驰A级2022款 改款 A 200 L 运动轿车时尚型操控表现	减震比较中规中矩，但是操控性非常好，刹车表现很棒，方向盘的操作感也很不错
奔驰奔驰A级2022款 改款 A 200 L 运动轿车时尚型油耗表现	拥堵的油耗在1-1.1元每公里，市区正常驾驶在0.8元每公里，高速驾驶不到0.5元每公里，整体非常省油
奔驰奔驰A级2022款 改款 A 200 L 运动轿车时尚型动力表现	加速顺畅，高速动力很足，超车很轻松，刹车反应很灵敏，低速起步时的油门略有延迟，不管是什么样的路况，整体的驾驶感受都很棒
奔驰奔驰A级2022款 改款 A 200 L 运动轿车时尚型空间感受	就a级车而言，奔驰a200l得空间真的是很大了
奔驰奔驰A级2022款 改款 A 200 L 运动轿车时尚型智能配置	
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型售价	12.99万
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型优点	"首先是颜值，不管是外观，还是内饰，真的都是非常能打！看了同价位的其他品牌，老婆直接拍板就他了！哈哈哈！前后一体式的大灯晚上点亮非常好看上档次！
 其次是空间，空间的真的很大，我一家4口，很宽松！座椅也很舒适！包裹性很棒！最重要的是后排可以比例放倒，完全纯平！空间得已更多的用处！
 还有爱信8AT的变速箱，真的非常平顺，这点真的非常棒，与蓝鲸的1.5T发动机匹配的很棒，动力完全够用，不管是市区跟车还是高速超车巡航都很从容！"
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型缺点	"要xue微的吐槽几个点哈！
1、你敢信，这车居然没有眼镜盒5555～～这么大的车居然都不配一个（估计是设计师忘了）自己得加一个眼镜夹在遮阳板上！
2、副驾驶的手套箱里没有灯。。。。这不就是5块钱成本的事儿吗？（这就很尴尬了，一次和老婆回老家，打开手套箱拿口罩，打开后黑乎乎的～大家能理解我那种感受吗，没事儿，咱有手机电筒�）
3、中控位置是全触控的，没有实体按键的反馈感，有些用不习惯！甚至影响驾驶！有时候手上有汗还按不了（调节空调）
4、自带的行车记录仪没有内存卡，需要自己买一张……25块钱……哎！！！"
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型外观	"外观真的没话说，刚从板车上接到他的时候，就带他去加油站！加油站的姐姐就问这车多少钱！挺漂亮的……这是每天见过上千台车的姐姐说的话！
 车灯非常好看，全LED晚上的辨识度很高！就是大灯稍微暗了点，有机会得去升级一下！
 车轮略微小了点，比例上看着不是那么协调！不过有强大的颜值撑着，这点并不算啥了！哈哈哈哈！"
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型舒适度	舒适性很棒��这也是选择他的原因之一，座椅宽大，包裹性好！底盘厚重，空调也不吵，而且还带有过滤效果！车内也算安静！座椅加热还没机会用，等冬天吧！哈哈哈哈
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型性价比	性价比很高了，从发布第一天我就关注这车了！一直在等上市，没想到能在上市后还能优惠3000，这真的很棒！
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型内饰	"车内基本都是软性材质包裹，但不是真皮的！因为刚提车第二天，我去包裹放在前排，一个纸箱磨到副驾驶的“气质”就坏了，而且那箱子并不重！质量稍微差了那么一点点，毕竟一分钱一分货嘛！
 语音控制基本上都能帮你操作！很灵敏！
车联网这个功能很好用，基本上在市区我都不带车钥匙的，用手机就能开车！这点非常方便！"
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型操控表现	丝滑，这么大个车感觉很灵活！自适应巡航在高速上真的太爽了！自动跟车，车距可以自己调！底盘是我喜欢的感觉，偏厚重的感觉！这样有高级感！刹车的感觉非常好上脚，就像是一个老朋友一样，不会深一脚浅一脚的去适应！
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型油耗表现	油耗比官方给的要高。毕竟这么大的车，我现在行驶了2200公里，有1000公里的高速，其他都是市区。上下班，接接孩子！现在表显综合油耗是7.5！我自己测了下，市区的油耗在9.5，高速在6.5！
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型动力表现	"我本身对动力要求并不高，做为一个奶爸！只要加油能走就行！
 但是75p真的给我很多惊喜，动力平顺！因为带着宝宝，我随时都是开着空调的。高速超车120码后，后劲都还很猛！很有信心！平时我用的都是eco模式，标准和运动模式我都感觉太串了！"
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型空间感受	"我身高172体重158斤，坐哪都宽敞。驾驶的视线高，有一种居高临下的感觉，哈哈哈！
 老婆和两个宝宝在后排也非常够用，比以前的轿车大了太多！前排的储物空间也很合理，手机呀，钥匙呀！水瓶呀都能合理的收纳！"
长安长安CS75 PLUS2022款 第二代 1.5T 自动尊贵型智能配置	
大众朗逸2019款 朗逸启航 1.5L 手动风尚版 国VI售价	10.09万
大众朗逸2019款 朗逸启航 1.5L 手动风尚版 国VI优点	最满意的就是便宜，最初看的爱5，没想到可以6.49买个朗逸启航，这朗逸启航跟自主品牌的艾5低配价格差不多，比它空间大，换挡手感比它顺畅太多。
大众朗逸2019款 朗逸启航 1.5L 手动风尚版 国VI缺点	当时老哥也考虑要自动风尚，但是自动风尚现在报价7.69，算上免息50%手续费，落地要9个了，最后就放弃了。不过年纪大了，代个步而已，怎么都行，大众5MT起码换挡比最初圈定的艾5的奇瑞MT要顺畅很多对不对。
大众朗逸2019款 朗逸启航 1.5L 手动风尚版 国VI外观	"外观十分平庸，这么多年，老气的大众早就看习惯了。不过这朗逸启航，线条还不错，没有乱七八糟的杀马特腰线设计，明显比6万价位的竞品好看。风格不同。
平庸到，他不丑，但跟好看已经不沾边了，只能说耐看。"
大众朗逸2019款 朗逸启航 1.5L 手动风尚版 国VI舒适度	降价了，也减配了，舒适性只能说在这个价位马马虎虎，代步省钱的定位，油钱再说舒适。
大众朗逸2019款 朗逸启航 1.5L 手动风尚版 国VI性价比	"朗逸，6.49，跟自主的丐版手动一个价。
你要说性价比低，我第一个不愿意，之家性价比只能给5颗⭐️，要是能改，我给7颗⭐️⭐️⭐️⭐️⭐️⭐️⭐️"
大众朗逸2019款 朗逸启航 1.5L 手动风尚版 国VI内饰	"硬塑料、布座椅。6.49的这个裸车价，同价位国产的也是一样硬塑料，没啥看点。好在装的安卓屏只要450、包个PU座椅只要500。
但是，我说但是，这个价位的车，内饰至少给4⭐️⭐️⭐️⭐️"
大众朗逸2019款 朗逸启航 1.5L 手动风尚版 国VI操控表现	"操控还是要给好评滴，朗逸这个价位竞品也就是艾5、悦翔，这么便宜的竞品没啥太多操控，都是为了代步。
朗逸启航，毕竟原来十多万的定位，同价位来说，操控盖帽。"
大众朗逸2019款 朗逸启航 1.5L 手动风尚版 国VI油耗表现	亳州市区开，5个油，老司机+5MT，说油耗咱不吹车，毕竟手动挡油耗看人。老司机。驾驶习惯温柔，不急不躁，油耗有时候4.x
大众朗逸2019款 朗逸启航 1.5L 手动风尚版 国VI动力表现	在6.49这个价位来说，动力不差了，但是国六的1.5L自吸，每个车动力都弱，好在大众这个变速箱相当丝滑。
大众朗逸2019款 朗逸启航 1.5L 手动风尚版 国VI空间感受	就6.49的价格来说。同价位除了面包车能跟朗逸启航比空间。同价位有艾5低配、有悦翔，都比它小的多。朗逸启航空间最大
大众朗逸2019款 朗逸启航 1.5L 手动风尚版 国VI智能配置	
大众高尔夫2021款 380TSI DSG GTI售价	22.98万
大众高尔夫2021款 380TSI DSG GTI优点	动态加速非常快，油门反应迅速，变速箱对比单位的老款帕萨特简直不是一个时代的；配置上已经是普通小车拉满状态；油耗也不高，我也就开了150公里，油耗最低的时候是6.3，最平稳的是10个，时不时来个地板油。单身狗之车！
大众高尔夫2021款 380TSI DSG GTI缺点	呃，最不满意这个车的模拟声浪了，我就不懂现在的这些车为什么搞个模拟声浪，明明车子本来就有声浪，你搞个破玩意有啥用，我想安静一会的时候，还一直嗡嗡嗡的，车外动静大，但是车内隔音还是不错的，我得找时间把模拟声浪关了；配置上面我想着这代gti连驾驶辅助什么的都带上了，为啥不把副驾驶电动加上呢，或者来个选配也行呀；后备箱巨tm沉，抱着东西的时候开启贼费劲，我看了下后备箱上的图案，其实是留了电动装配位置的，能选装也行啊；我估摸着难道是车厂故意留坑，在告诉车主gti你不改装，你买干啥；车机由于我一直carplay，对它卡不卡都无所谓，音量、空调、天窗、阅读灯全触摸我觉得有点憨，空调现在我全自动了不管了，但是这个天窗和阅读灯真是一言难尽。
大众高尔夫2021款 380TSI DSG GTI外观	外观我觉得还行，就是越来越像电车了，没有以前圆溜溜那种大众味了，现在国产大众是不是像单独搞一套审美呀，不是大众基于高尔夫吗，现在国产大众有那一辆像呐，以前全是套娃，现在反而没那个味了。
大众高尔夫2021款 380TSI DSG GTI舒适度	座椅包裹性很不错；空调现在不管了，全自动；这代gti别看他动静挺大的，其实是外边听很大，里面除了烦人的模拟声浪基本听不见外面声音，胎噪要上90了才会有点扰人，
大众高尔夫2021款 380TSI DSG GTI性价比	在我眼里就是顶配高尔夫，我不谈情怀，我只觉得适合自己用就行，这车我觉得真的可以，对比A3这车是真的良心。
大众高尔夫2021款 380TSI DSG GTI内饰	内饰应该是现在除了途锐最好看的车了吧。
大众高尔夫2021款 380TSI DSG GTI操控表现	车子老灵活了，停车和超车挺有信心的。
大众高尔夫2021款 380TSI DSG GTI油耗表现	城市拥堵路段下，油耗10个往上，舒适模式不适合堵车情况下开，转速一直在一千二或者一千一保持着，经济模式就九百，城市路段如果不堵车，保持80-90的速度开，油耗非常底，才6点几。高速现在还没上过，等疫情稳定后再去。
大众高尔夫2021款 380TSI DSG GTI动力表现	动力方面还行，没开过性能车，这玩意在现在勉强算是吧；动态加速非常快，起步就是还比不过gle450�，其他等我体验过一个月再说吧。
大众高尔夫2021款 380TSI DSG GTI空间感受	唉，这车讲究什么空间啊，讲究空间就买大车呀，我170霍比特人一个人是够用了。
大众高尔夫2021款 380TSI DSG GTI智能配置	
本田雅阁2022款 260TURBO 幻夜·尊贵版售价	20.28万
本田雅阁2022款 260TURBO 幻夜·尊贵版优点	最满意肯定是外观，毋庸置疑相信大部分车主第一出发点都是这个理由吧。然后试驾下来感觉底盘整体质感有惊喜，还是有厚重感的，隔音没网上说的那么夸张跟帕萨特相差不大，高速可能会明显一些但是人耳感知估计没有多大分别。而且车内一般都有音乐几乎无感。然后车门关门声音不错，感觉比较扎实。试驾同级车帕萨特有点失望，底盘没有什么惊喜而且低速断油变速箱顿挫明显，因为是试驾提速也没感觉很猛可能差距在高速中后段。
本田雅阁2022款 260TURBO 幻夜·尊贵版缺点	目前发现方向盘整体偏重，跟我之前名图液压助力差不多。还有就是配置偏低，没有真皮座椅和通风加热。电子仪表盘不能同时显示转速和其他模块信息这个很头痛。滤震稍微偏硬，特别是�️大颠簸的路。其他暂时没有发现……
本田雅阁2022款 260TURBO 幻夜·尊贵版外观	外观是最大亮点，很年轻特别这个运动套件完美��都不用自己改装了。虽然比十代只改动了一点但是出来的效果天差地别真的不夸张��。特别两车停一起对比感觉不是差半代那么简单。
本田雅阁2022款 260TURBO 幻夜·尊贵版舒适度	无论市区低速还是高速都很稳没毛病。底盘质感不错，比较厚重有德系的味儿但是更舒适。帕萨特试驾了感觉还是偏硬，迈腾就更别说了。之前开别人新款5系感觉很扎实，雅阁的话可能就是车身轻了一些，少了点味道。
本田雅阁2022款 260TURBO 幻夜·尊贵版性价比	性价跟国产比不了，甚至比不上德系。可能唯一就是比丰田高��。毕竟丰田利润No1��，可惜坑不到我�，我一直想知道买丰田那群人图个啥，保值率？那为啥不去买二手车呢很神奇。一百多万的陆巡不知道以为就二三十万��
本田雅阁2022款 260TURBO 幻夜·尊贵版内饰	内饰相对没有什么特别亮点，中规中矩但是挡把手感比较差而且丑必须吐槽。
本田雅阁2022款 260TURBO 幻夜·尊贵版操控表现	操控个人感觉还可以，指向没有特别虚，但是跟3系还有差距。
本田雅阁2022款 260TURBO 幻夜·尊贵版油耗表现	目前公里数不够不做评价，估计一般也就7-8左右吧
本田雅阁2022款 260TURBO 幻夜·尊贵版动力表现	动力绝对够用，3000转有推背感。新车没有使劲踩，高速100超车没问题没有很肉。低速偏肉
本田雅阁2022款 260TURBO 幻夜·尊贵版空间感受	空间很充足但是没有到夸张的地步，实际感受跟我之前的名图差不多
本田雅阁2022款 260TURBO 幻夜·尊贵版智能配置	
大众凌渡2022款 凌渡L 280TSI DSG超辣旗舰版售价	19.09万
大众凌渡2022款 凌渡L 280TSI DSG超辣旗舰版优点	必须外观啊！大溜背造型，四门无边框，掀背式尾门和整体造型体现出的那种时尚，乖张的造型何人不动心，虽然在上一年11月份工信部给出的照片巨丑，但经过改良之后确实一种脱胎换骨的感觉，尤其是配上红色的外观，走在马路上就是那个最靓的仔，和我这种潮流气质简直就是绝配，里内双联屏的设计确实很哇塞，仪表盘运动感十足，中控大屏配上我的苹果手机投射的丝滑操作界面，无论是导航、听歌都是车内的一种大享受！
